No.,Time,Source,Destination,Protocol,Length
812,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
813,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
814,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
815,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
816,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
817,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,2502
818,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
819,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
820,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
821,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
822,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
823,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
824,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
825,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
826,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
827,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
828,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
829,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
830,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
831,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
832,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
833,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
834,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
835,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
836,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
837,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
838,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
839,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
840,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
841,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
842,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
843,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
844,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,88
845,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
846,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
847,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
848,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
849,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
850,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
851,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
852,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
853,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,689
854,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1399
855,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1399
856,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,677
857,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,90
858,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,175
859,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
860,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
861,2023-06-02 16:05:08.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,185
862,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,94
863,2023-06-02 16:05:08.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,186
864,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
865,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
866,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,212
867,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
868,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,149
869,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
870,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
871,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
872,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
873,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,90
874,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,98
875,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,98
876,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,90
877,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,99
878,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,99
879,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,167
880,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,222
881,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,99
882,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,99
883,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,181
884,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,74
885,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,66
886,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
887,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,588
888,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
889,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,1424
890,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
891,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,1424
892,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
893,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,1453
894,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
895,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,212
896,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
897,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,396
898,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,556
899,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,188
900,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
901,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
902,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,1574
903,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,244
904,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
905,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
906,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,85
907,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
908,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,54
909,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,312
910,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,331
911,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
912,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
913,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
914,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
915,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
916,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
917,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,189
918,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
919,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,54
920,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
921,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
922,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
923,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
924,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
925,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,190
926,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
927,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,312
928,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,235
929,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
930,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
931,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
932,2023-06-02 16:05:09.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
933,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
934,2023-06-02 16:05:09.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
935,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
936,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,190
937,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
938,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
939,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,191
940,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
941,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
942,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
943,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,192
944,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
945,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
946,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
947,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,245
948,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
949,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
950,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
951,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
952,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
953,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
954,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
955,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,192
956,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
957,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,314
958,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,246
959,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,149
960,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
961,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
962,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
963,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
964,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,193
965,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
966,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
967,2023-06-02 16:05:10.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,194
968,2023-06-02 16:05:10.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
969,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
970,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,208
971,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,122
972,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,122
973,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,312
974,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,256
975,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
976,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
977,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
978,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
979,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
980,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
981,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
982,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,194
983,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
984,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
985,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,78
986,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,312
987,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,256
988,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
989,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
990,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
991,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
992,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
993,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
994,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
995,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,196
996,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
997,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,314
998,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
999,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,263
1000,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
1001,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1002,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1003,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1004,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1005,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1006,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,196
1007,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1008,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,2048,336
1009,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,2048,66
1010,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
1011,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,260
1012,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
1013,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1014,2023-06-02 16:05:11.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1015,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1016,2023-06-02 16:05:11.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1017,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1018,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,197
1019,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1020,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
1021,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,243
1022,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1023,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
1024,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1025,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1026,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1027,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1028,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1029,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,198
1030,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1031,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
1032,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
1033,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,260
1034,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
1035,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1036,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1037,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1038,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1039,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1040,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,198
1041,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1042,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1043,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1044,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,312
1045,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,259
1046,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1047,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,118
1048,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1049,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1050,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1051,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1052,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1053,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,199
1054,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,121
1055,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1056,2023-06-02 16:05:12.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1057,2023-06-02 16:05:12.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,200
1058,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1059,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,313
1060,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,230
1061,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,149
1062,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,125
1063,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1064,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,125
1065,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1066,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,94
1067,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,95
1068,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,95
1069,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,106
1070,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,106
1071,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,122
1072,2023-06-02 16:05:13.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,94
1073,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,111
1074,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,123
1075,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,122
1076,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,134
1077,2023-06-02 16:05:13.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,94
