No.,Time,Source,Destination,Protocol,Length
1726,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1727,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1728,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1729,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1730,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1731,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1732,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1733,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1734,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1735,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1071
1736,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1737,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1738,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1739,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1740,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1741,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1742,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1743,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1744,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1745,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1746,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1747,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1748,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1749,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1750,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1751,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1752,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1753,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1754,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1755,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1756,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1083
1757,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1758,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1759,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1760,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1761,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1762,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1763,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1764,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1765,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1766,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1767,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1768,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1769,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1770,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1771,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1772,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1773,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1774,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1775,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1776,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1777,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1778,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1779,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1780,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1083
1781,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1782,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1783,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1784,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1785,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1786,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1787,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1788,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1789,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1790,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1791,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1792,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1793,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1794,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1795,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1796,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1797,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1798,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1799,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1800,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1801,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1802,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1803,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1083
1804,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1805,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1806,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,702
1807,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1808,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1809,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1810,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1811,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1812,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1813,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1814,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1815,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1816,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1817,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1818,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1819,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1820,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1821,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1822,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1823,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1824,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1825,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1083
1826,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1827,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1828,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1829,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1830,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1831,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1832,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1833,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1834,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1835,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1836,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1837,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1838,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1839,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1840,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1841,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1842,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1843,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1844,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1845,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1846,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1847,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1848,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1849,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1850,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1851,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1852,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1853,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1854,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1855,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1856,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,94
1857,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1858,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,854
1859,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,148
1860,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1861,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1862,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1863,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1864,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1865,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,746
1866,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1867,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,92
1868,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,256
1869,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1870,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1871,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1872,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1873,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1874,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,170
1875,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1876,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1877,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1878,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1879,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,117
1880,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1881,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1882,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1883,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1884,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1885,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1886,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,117
1887,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,185
1888,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1889,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1890,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,86
1891,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1892,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1893,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1894,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1895,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1896,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1897,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1898,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1899,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1900,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1901,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1902,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1903,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1904,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1905,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1906,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1907,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1908,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1909,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1910,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1911,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1912,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1913,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1914,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1915,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1916,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1917,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1918,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1919,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1920,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1921,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1922,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1923,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1924,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1925,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1926,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1927,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1928,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1929,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1930,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1931,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1932,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1933,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1934,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1935,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1936,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,94
1937,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1938,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1939,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1940,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1941,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1942,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1943,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1944,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1945,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1946,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1947,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1948,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1949,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1950,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1951,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1952,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1953,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1954,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1955,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1956,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1957,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1958,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1959,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1960,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1961,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1962,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1963,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1964,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1965,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1966,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1967,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1968,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1969,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1970,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1971,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,92
1972,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1973,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1974,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1975,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1976,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1977,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1978,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1979,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1980,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1981,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1982,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
1983,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1984,2023-06-02 16:05:15.%f,da:cb:6d:5c:37:19,50:c2:e8:01:76:35,34525,1294
1985,2023-06-02 16:05:15.%f,50:c2:e8:01:76:35,da:cb:6d:5c:37:19,34525,86
